idScholar,title,authors,venue,year,ROW_ID
cmjuHR6u_OUJ,Role of interoperability in business application development,"D Cohen, G Larson, L Berke","Proceedings of the 1993 ACM SIGMOD international conference  &hellip;,",1993,193
u6SUM1C_ocwJ,Traces of the spirit: the religious dimensions of popular music,R Sylvan,,1998,194
ueabVMDVnf4J,A selection combining scheme for rake receivers,N Kong,,,195
9F4uvDaInLAJ,Towards Generic Service Management Concepts: A Service Model Based Approach. 7th IEEE/IFIP  ,"M Garschhammer, R HauckÌ¢?å_","Seattle, Washington USA: IEEE Publishing, May,",,196
drh9KspqNUwJ,"Sustained Product Innovation in Large, Mature Organizations: Overcoming Innovation-to-Organization  ","D Dougherty, C Hardy","The Academy of Management Journal,",1996,197
cLB3SRIVqUMJ,"National survey results on drug use from the monitoring the future study, 1975-1997Ì¢??Volume I  ","L Johnston, POÌ¢??Malley, J Bachman","MD,",,198
-2Eto4ZQjpoJ,A parallel scheme for test pattern generation,"A Motohara, K Nishimura, H Fujiwara, I Shirakawa","Proc. Int. Conf. Computer-Aided Design,",,199
T4yqFWvJWkwJ,Safety of computer control systems 1992 (SAFECOMP'92). Computer Systems in Safety-critical  ,HH Frey,"Proc. IFAC Symposium, Zurich, Switzerland,",,200
1QeuNAkihQ4J,"Intra-annual changes in the abundance of coho, chinook, and chum salmon in Puget Sound in 1997","RJ Beamish, M Folkes, R Sweeting, C Mahnken",,,201
HzuepAJPfCMJ,Biological monitoring and assessment: using multimetric indexes effectively,"JR Karr, EW Chu",,1997,202
zN8ngmWNDlgJ,Extracting Structured Data from Web Pages,"A Arasu, H Garcia-Molina",,,203
ttr0t1Yr0u4J,Effects of externally mediated rewards on intrinsic motivation,EL Deci,"Journal of Personality and Social Psychology,",1971,204
dAR5F1GMKwIJ,Wireless Infrared Communications,"M Kahn Joseph, R Barry John","Proceedings of the IEEE,",,205
EUj67_3E0D0J,"Introduction to Combinatorics, pg. 82, 1996",MJ Erickson,,,206
ntdj8NeKyI4J,Comparison of systems with complex behavior,"I Mezic, A Banaszuk",,,207
j3iZLktsE0IJ,Transportation and World Development,JC Lowe,"Economic Geography,",1988,208
VqZAqakocVEJ,Effect of drive train and fuel control design on helicopter handling qualities,G Guglieri,"European Rotorcraft Forum, 25 th, Rome, Italy, Proceedings.,",1999,209
z0OXMVQB5pIJ,Implicit Stereotyping in Person Judgment,"MR Banaji, C Hardin, AJ Rothman","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993,210
HX8P7Bn5TvsJ,Lowering security overhead in link state routing,"RC Hauser, T Przygienda, G Tsudik","Computer Networks,",1999,211
0grY-Lst84sJ,SafetyNet: A language-based approach to programmable networks,"I Wakeman, A Jeffrey, T Owen, D Pepper","Computer Networks,",2001,212
vE4M6atFR5gJ,Preface to the proceedings of the Workshop on Data Reverse Engineering,"E Chikofsky, HD Kathi",,2000,213
mjXz-bYKbTwJ,Performance analysis using the MIPS R10000 performance counters,"M Zagha, B Larson, S Turner, M Itzkowitz",,,214
zz3uOU7rykEJ,Xenobiotics and hammation,"LB Schook, DL Laskin","San Diego: Academic,",,215
Xul-tMyACGkJ,Link Prediction Approach to Collaborative Filtering,"Z Huang, X Li, H Chen",,,216
LNBSpjVFVGMJ,The universal distribution and a free lunch for program induction,"J Neil, J Woodward",Unpublished,,217
1KGXvZcb5awJ,Presynaptic Localization of Sodium/Calcium Exchangers in Neuromuscular Preparations,"PW Luther, RK Yip, RJ Bloch, A Ambesi, GE  ",,,218
EXtoza-15lIJ,Academic Press,"EB Davies, OP Semigroups","San Diego,",,219
W7GdvDU7lMQJ,Passive dynamic running,"MH Raibert, CM Thompson","Experimental Robotics I,",,220
IS6ujL13ktgJ,Word and acoustic confidence annotation for large vocabulary speech recognition,L Chase,,,221
_FiEOAXm3SkJ,Rethinking risk financing,"CP Helbling, G Fallegger, D Hill",,1996,222
url:http://adsabs.harvard.edu/abs/1976InfPh..16..125Z,High resolution infrared solar observations by balloon,R Zander,"&hellip;  on Infrared Physics, Zurich, Switzerland, Aug. 11-15, 1975. &hellip;,",1976,223
AM5WjuL7TzkJ,Querying Imprecise Data in Moving Object Environments,R Cheng,"IEEE Transactions on Knowledge and Data Engineering,",2004,224
092qznpAmYcJ,Enforcing Modeling Guidelines in an ORDBMS-based UML Repository,"N Ritter, HP Steiert",,,225
6ZkXlK72UB4J,Audit and feedback: effects on professional practice and health care outcomes,"G Jamtvedt, JM Young, DT Kristoffersen, O Thomson, ","Cochrane Database Syst Rev,",2003,226
url:http://portal.acm.org/citation.cfm%3Fdoid%3D263690.264343,Branch libraries for multimedia repositories (poster),"M Kozuch, W Wolf, A Wolfe, D McKay","Proceedings of the second ACM international conference on  &hellip;,",1997,227
ar7Icaf1G8kJ,Implementing the earnings supplement project: a test of a re-employment incentive,HS BloomÌ¢?å_,,,228
AsiHF3HEpwQJ,Wharton L. Levy DH,RE Smalley,"H. Acc. Chem. Res,",,229
X2PE6K7uezQJ,The future of fiber-optic computer networks,PE GreenÌ¢?å_,,,230
Wsn2olnrk6MJ,Exposed points in spaces of bounded analytic functions.,SD Fisher,,1967,231
0ct3hfJD8WgJ,2dF mechanical engineering,"G Smith, A Lankshear","Proc. SPIE,",1998,232
url:http://www.springerlink.com/index/RR8L7KJH03740042.pdf,Immunocytochemical localization ofras p21 product in thyroid follicular cells of normal rats using  ,"Y Mizukami, A Nonomura, T Hashimoto, E Kawahara, S ","The Histochemical Journal,",1988,233
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021214033592MT%26recid%3DA7642818AH,Evaluation of a random access system with hardware simulation(for satellite location and data  ,GG DELMAS,"&hellip;  Telemetering Conference, Washington, D. C, Proceedings,",1975,234
-4mC6Wz-vkQJ,Distributed restoration in telecommunications networks,D JohnsonÌ¢?å_,"BT TECHNOLOGY JOURNAL,",1994,235
7Eag6wnw6FkJ,The 3D RESURF double-gate MOSFET: A revolutionary power device concept,"F Udrea, A Popescu","Electronic Letters,",1998,236
AiamPPqvsBUJ,The highly conserved DAD1 protein involved in apoptosis is required for N-linked glycosylation,"T Makishima, T Nakashima, K Nagata-Kuno, K  ","Genes to Cells,",1997,237
9lXfDYUgrrYJ,E-business models,R Trombly,"Computerworld,",,238
1j-tL6DypZYJ,"AN ANALYSIS OF THE RELATIONSHIP BETWEEN NLN PRE-ADMISSION SCORES, AGE AND STUDENT SUCCESS IN TWO  ",EM Kirking,,2004,239
XdWK2yxBBrUJ,"Communication skills training for health care professionals working with cancer patients, their  ","D Fellowes, S Wilkinson, P Moore","Cochrane Database Syst Rev,",2003,240
bFLIYGZlfsoJ,Composite objects revisited,"W Kim, E Bertino, JF Garza","Proceedings of the 1989 ACM SIGMOD international conference  &hellip;,",1989,241
z_W8jZ203sUJ,Optimization of dynamic query evaluation plans,"RL Cole, G Graefe","Proceedings of the 1994 ACM SIGMOD international conference  &hellip;,",1994,242
VjZuZF2XXB4J,"Yu. A. Medvedev, and BM Stepanov",AV Zhemerev,At.,,243
gt-77ZkB8LoJ,Progressive Encoding for Lossless Transmission of 3D Meshes,"P Alliez, M Desbrun","ACM Siggraph Conference Proceedings,",,244
AYQDZpFXQjAJ,The house mouse: atlas of embryonic development,K Theiler,,1989,245
sfUBo7aTIgcJ,Provably secure coin flip in a Byzantine environment,"S Awerbuch, B Chor, S Goldwasser, S Micali",,1985,246
JvkJdUBUt8kJ,Distance learning: WhatÌ¢??s holding back this boundless delivery system,I Bruder,"Electronic Learning,",1989,247
xnDzZbPyIcMJ,Soft-link hypertext for information retrieval,"Md'Inverno, P Howells, MJ Hu, M Luck","Information &amp; Software Technology,",2002,248
yz8u5ihaylAJ,"Testability, 1985 technology forecast",B Milne,"Electronic Design,",,249
8pK3snsuLDEJ,An Organisational Perspective of Inter-Organisational Workflows,"X Zhao, C Liu, Y Yang","International Conference on Business Process Management,",,250
6E6GZGZAtREJ,The Gene-Finder computer tools for analysis of human and model organisms genome sequences,"V Solovyev, A Salamov","Proc. Int. Conf. Intell. Syst. Mol. Biol,",1997,251
0wVMAyv_P5kJ,Socioeconomic Restructuring and Regional Change: Rethinking Growth in the European Community.,A Rodriguez-Pose,"Economic Geography,",1994,252
url:http://portal.acm.org/citation.cfm%3Fid%3D30113.30115%26dl%3Dportal%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,Introduction to integrated project support environments,P Hitchcock,"Information and Software Technology,",1987,253
N0276nr35FgJ,h instability and 1= f noise in bipolar transistors,"Z Yiqi, S Qing","28th Annu. Proc. Int. Reliability Physics Symp,",,254
E7H04svX7v8J,The REMIT System for Paraphrasing Relational Query Expressions into Natural Language,BGT Lowden,"VLDB,",1986,255
wOIJEjDFzy4J,"The, L.-S., &amp; Leising",PA Milne,"MD,",,256
ButmJWjGXusJ,MapInfo SpatialWare: A Spatial Information Server for RDBMS.,C Mina,"VLDB,",1998,257
eI0vrkds9PcJ,Correlation-dispersion method of measuring the output of a water-water power reactor,"LN Bogachek, KA Gazaryan, VV LyenkoÌ¢?å_",At.,,258
RD-KmJCXk3wJ,The stakeholder approach to evaluation: Origins and promise,CH Weiss,"New Directions for Program Evaluation,",1983,259
p64HqJ4RIQQJ,"Modes of Action of FK506, Cyclosporin A, and Rapamycin",R Morris,"TRANSPLANTATION PROCEEDINGS,",1994,260
AnNzb6Gr7HkJ,"TATA probabilistic temporal databases, I: Algebra","A Dekhtyar, R Ross, VS Subrahmanian","Technical report CS-TR-3987, Department of Computer Science, ",,261
uL-ngYuiUK8J,MPEGÌ¢??7 Camera,"T Ebrahimi, Y Abdeljaoued, RMF i Ventura, OD  ",,,262
56U_bp4y6JoJ,"A., H. Muroya, and RG Gould. 1972",P Edwards,vivo demonstration of the circadian. rhythm of cholesterol ,,263
4ii5NtWqhIYJ,Asilomar Report,"P Bernstein, M Brodie, S Ceri, M FranklinÌ¢?å_","SIGMOD Record,",,264
Bn5h0IbqbNwJ,i2i Trust in E-commerce,"JS Olson, GM Olson","COMMUNICATIONS-ACM,",2000,265
bWF9aiAO9egJ,The stimulation of reproduction in Coelenterates by low levels of toxic stress.,ARD Stebbing,"UNEP, ATHENS(GREECE). 1991.,",1991,266
x2suKNGm4TAJ,Contractual types,O Nierstrasz,"submitted for publication,",2003,267
9evIHTb1x8sJ,Arrangement of Latches in Scan-Path Design to Improve Delay Fault Coverage,"W Mao, MD Ciletti","Proc. Int. Test Conference,",1990,268
Dkd7JqNh-fwJ,Selenium determination in animal whole blood using stabilized temperature platform furnace and  ,"RH Eckerlin, DW Hoult, GR Carnrick","At Spectrosc,",,269
c2vj3tDFWKEJ,Automatic assessment aids for Pascal programs,MJ Rees,"ACM SIGPLAN Notices,",1982,270
url:http://adsabs.harvard.edu/abs/1974PhDT........51S,The formulation of molecular quantum mechanics with the aid of particle density operators and phase  ,M Schleicher,"&hellip;  Eidgenoessische Technische Hochschule, Zurich (Switzerland) &hellip;,",1974,271
DE5dZrbRKqUJ,Engineering Applications of Correlation and Spectral Analysis,"JS Bendat, A Piersol",,1980,272
NP13J8S06XYJ,Optimal selection of supply voltages and level-conversion during data-path scheduling under resource ,"M Johnson, K Roy","Proceedings of the 1996 IEEE/ACM International Conference on &hellip;,",,273
XIkChsdw3CoJ,The Transmembrane Domain of the Large Subunit of HSV-2 Ribonucleotide Reductase (ICP10) Is Required  ,"CC Smith, JH Luo, JCR Hunter, JV Ordonez","VIROLOGY-NEW YORK-,",1994,274
2rNJHklIq9cJ,Binary data transmission techniques for linear systems,"ML Doelz, ET Heald, DL Martin","Proc. IRE,",,275
JoY5e_B55gAJ,ProDA: a suite of web-services for progressive data analysis,"M Jahangiri, C Shahabi","Proceedings of 24th ACM SIGMOD International Conference on  &hellip;,",2005,276
ZrBMwsU4A7QJ,Continuous querying in database-centric Web applications,"JC Shafer, R Agrawal","WWW9 / Computer Networks,",2000,277
01ZRIcnplwoJ,Unpacking phonological awareness: Two treatments for low-skilled kindergarten children,"RE O'Connor, JR Jenkins, TA Slocum","Unpublished manuscript,",,278
GcZFuzekOiAJ,The Discovery of the Individual 1050-1200,C Morris,,,279
DiyLLGIcUZQJ,Ì¢??PunctualityÌ¢??and Verb Semantics,S Engelberg,,,280
dzHPil1BBAcJ,Evaluation of winter rye hybrids fertility,"L Madej, R Osinski, J Jagodzinski","BIULETYN-INSTYTUTU HODOWLI I AKLIMATYZACJI ROSLIN,",1995,281
DBh6rPNazToJ,Martingale estimating functions based on eigenfunctions for discretely observed small diffusions,M Uchida,,2004,282
SxkA8bJooH4J,Social Experimentation,H Riecken,,,283
QO9uigNY9WgJ,Computer implementation of thenite element method,A George,"Stanford University Technical Report STAN-CS-208, Stanford, CA, ",,284
CbVuJPvkwf0J,"Land degradation in the Yallahs Basin, Jamaica: historical notes and contemporary observations","D Barker, DFM McGregor","Geography,",,285
hdOQ_vyjDacJ,Scatter/gather: A cluster-based approach to browsing large doctnnent collections,"DR Cutting, DR Karger, JO Pedersen, JW Tukey","Proc. ACM SIG1R,",,286
VX6-Plyp9zgJ,"September 11, terror war, and blowback",D Kellner,"Unpublished manuscript,",,287
KzblBZq7NUwJ,Unity and Diversity: Holiday Celebrations around the World.,A Lockledge,"Social Studies and the Young Learner,",1993,288
sIUa2f9F91EJ,Four cheers for geography,S Jenkins,"Geography,",,289
Y0VN0e_bJjsJ,Fluency in a discourse or manipulation of mental objects,W DÌÄå_rfler,"Proceedings of PME,",,290
hAs6tnivceIJ,Dec. 1981.[Black 1985] AP Black. Supporting Distributed Applications: Experience with Eden,CA Grove,Proc. 10th ACM Symp. Operating,,291
I-fmtPvluKEJ,"Merialdo &amp; P. Sindoni, G.Ì¢??The Araneus Web-Base Management SystemÌ¢??","G Mecca, P Atzeni, A Masci",ACM SIGMOD International Conference on Management of,,292
clox1KvD37UJ,Classroom behaviors related to college teaching effectiveness,H Murray,"New directions for teaching and learning: using research to  &hellip;,",,293
c2dH5RxNj6kJ,A Multimedia Presentation Algebra,"S AdalÌãå±, ML Sapino, VS Subrahmanian","SIGMOD,",1999,294
Jiq89ZNUK5YJ,"Inc., March 1985",M Pirnie,"&hellip;  River PCB Reclamation/Demonstration Project, Evaluation of ",,295
0NbPdN8x5a0J,Hits and Miss-es: A Year Watching the Web,J Graham-Cumming,"WWW6 / Computer Networks,",1997,296
wP8mppuWztcJ,Blink Measurement by Image Processing and Application to Warning of DriverÌ¢??s Drowsiness in  ,"T Nakano, K Sugiyama, M Mizuno, S Yamamoto",Procs. IEEE Intelligent Vehicles,,297
dJDL6U89Jt4J,Description of the picture of a city,"J Stefanou, J Stefanou","Athens, Greece: NTUA Publications,",,298
tr_rawv-6SMJ,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"T Authors, C Identified",,,299
kL4JPdyjdakJ,A Characterization of the Bivariate Normal-Wishart Distribution,"D Geiger, D Heckerman",,,300
La1Bik2hfmEJ,A University-Industry Association Model for Curriculum Enhancement.,M Passer,"New Directions for Higher Education,",1984,301
txo56JDKlAoJ,O-Linked Oligosaccharide on IgAl Hinge Region in IgA Nephropathy. Fundamental Study for Precise  ,"Y Hiki, A Horii, H Iwase, A Tanaka","CONTRIBUTIONS TO NEPHROLOGY,",1995,302
ufc3hEkkoN4J,Designing solutions with COM+ technologies,"R Brown, W Baron, WD Chadwick",,2001,303
9jPrZSfTe2cJ,The Undergraduate Curriculum and Distance Education.,GE Miller,"New Directions for Adult and Continuing Education,",1995,304
FQYijwLbARMJ,The social delegation cycle,"G Boella, L van der Torre","LNAI n. 3065: Procs. ofÌ¢?? EONÌ¢??04,",,305
RvcmFAQHwz0J,What Teachers Can Do to Relieve Problems Identified by International Students,DS Lee,"New Directions for Teaching and Learning,",1997,306
TgMOy2x-o9wJ,"The Haskell School of Expression: Learning Functional Programming through Multimedia, 2000",P Hudak,,,307
bD6OhI2EaJAJ,The LILOG knowledge representation system,"T Bollinger, U Pletat","ACM SIGART Bulletin,",1991,308
l8qjgtxFBxsJ,Combining ontologies: an analysis of problems and solutions,M Klein,,,309
fp7YtnQpu9EJ,DYNAMIC PERFORMANCE AND MINIMUM LOADING EFFECTS OF AN ISOLATED SELF-EXCITED RELUCTANCE GENERATOR,YS Wang,,,310
mcW9SmQ_MT4J,Pulsar-appropriate Clock Statistics,"D Matsakis, F Josties","Proc. 28th Annual Precision Time and Time Interval (PTTI)  &hellip;,",,311
R_10Vw3cQLkJ,An Evaluation of Buffer Management Strategies for Relational Database Systems//VLDB'85,"HT Chou, DJ DeWitt","Proceedings of 11th International Conference on Very Large  &hellip;,",,312
w2P_uyY3BGAJ,Australian Women in IT,"L von Hellens, S Nielsen","COMMUNICATIONS-ACM,",2001,313
-iCmy5Q7-00J,Thin Is In: Wafer-Thinning Method Delivers Ultra-Slim Chips with a Clean Process,D Bursky,"Electronic Design,",,314
4_FqG3Zts3IJ,Helping Faculty to Help Their Students Learn.,J Katz,"New Directions for Teaching and Learning,",1989,315
7gzs66FFgq8J,Database decomposition into 4NF,"G Grahne, K Raiha","9th VLDB,",,316
 ,Syntactic accidents in program analysis,"D Damian, O Danvy",Proceedings of the 2000 ACM SIGPLAN International Conference,,317
LEwjvFVyy98J,"Locational Trends in R&amp;D By Large US Corporations, 1965-1977",EJ Malecki,"Economic Geography,",1979,318
wQ-OnGPsrdMJ,On the instability of cylindrical fluid surfaces,L Rayleigh,"Phil. Mag,",,319
08QDvcElXwwJ,Collapse analysis of reinforced concrete frames under earthquake [A],"CM Liu, XL Liu","Proc. Int. Conf. on Concrete,",1992,320
iP1kEDZuPYYJ,A pattern of vortexflow of continental crust and the environ mental geology in China,L Zonghua,,1986,321
laSbNcPJmpYJ,Efficient algorithms for large-scale topology discovery,"B Donnet, P Raoult, T Friedman, M Crovella",,,322
tE4HOURugXsJ,"Yu. A. Nikolaev, and Yu. R. Kevorkyan,Ì¢??Grain-boundary segregation of phosphorous in low-alloy  ",AV Nikolaeva,At.,,323
VOmRS1IYLHQJ,Grassroots,"K Kamiya, M RÌÄå_scheisen, T Winograd","Technical Report, Stanford University, Cf. URL http://diglib. ",,324
G_hKspVqerEJ,Discrete subgroups of semisimple Lie groups,GA Margulis,,1991,325
Ire7Kl3ccqcJ,A direct particle simulation method for hypersonic rarified ow,JD McDonald,"Technical Report 411, Stanford University, March",,326
Uai7mRS_HQwJ,Hierarchical dynamic router,"K Kawamura, M Umeda, H Shiraishi","Proceedings of the 23rd ACM/IEEE conference on Design  &hellip;,",1986,327
ACZMgM5isxsJ,"Cytoplasmic ion transport as a general, very early step in the orientation of the embryonic left- ",M Levin,,2003,328
r_eB2_BftqoJ,Shaping Minds Musically,T Machover,"BT Technology Journal,",2004,329
nBfuG9VgfqAJ,An empirical study of sale rates and prices in impressionist and contemporary art auctions,"O Ashenfelter, K Graddy","Unpublished manuscript,",,330
aqoOpQNKdRAJ,Aexible multicast routing protocol for group communication,"S Aggarwal, S Paul, D Massey, D Caldararu","Computer Networks,",2000,331
url:http://www.springerlink.com/index/T3P88243322727MJ.pdf,Deployment and support of complex integrated solutions,"I Buxton, SWJ Hodgkiss, GD King","BT Technology Journal,",1997,332
url:http://ieeexplore.ieee.org/iel1/2206/1846/00050604.pdf%3Farnumber%3D50604,Impact of control system design on a flexible manufacturing system for colliery arches,SJ Williams,,,333
